author,title,volumeEdition,year,journalConference
Henrique Varella Ehrenfried,Managing Open Data Evolution through Bi-dimensional Mappings.,BDCAT-2019,2019,BDCAT
Amir Jalalirad,A Simple and Efficient Federated Recommender System.,BDCAT-2019,2019,BDCAT
Taehee Jeong,Going Deeper or Wider - Throughput Prediction for Cluster Tools with Machine Learning.,BDCAT-2019,2019,BDCAT
Yuncheng Jin,Class-Level Adaptation Network with Self Training for Unsupervised Domain Adaptation.,BDCAT-2019,2019,BDCAT
Sota Kato,Topic Variation Detection Method for Detecting Political Business Cycles.,BDCAT-2019,2019,BDCAT
Jie Liu,HISDOM - A Hybrid Ontology Mapping System based on Convolutional Neural Network and Dynamic Weight.,BDCAT-2019,2019,BDCAT
Mitchell Nelson,GPU Acceleration of Range Queries over Large Data Sets.,BDCAT-2019,2019,BDCAT
Yan Pang,Cryptocurrency Price Prediction using Time Series and Social Sentiment Data.,BDCAT-2019,2019,BDCAT
Takuto Sato,In-situ Data Analysis System for High Resolution Meteorological Large Eddy Simulation Model.,BDCAT-2019,2019,BDCAT
Kazuhiro Serizawa,Accelerating Machine Learning I/O by Overlapping Data Staging and Mini-batch Generations.,BDCAT-2019,2019,BDCAT
Chandan Sharma,A Schema-First Formalism for Labeled Property Graph Databases - Enabling Structured Data Loading and Analytics.,BDCAT-2019,2019,BDCAT
Nagaraju Vadranam,An Analysis of Slant in Tweets - Case Study.,BDCAT-2019,2019,BDCAT
Chun-Yu Wang,A Data Compacting Technique to reduce the NetFlow size in Botnet Detection with BotCluster.,BDCAT-2019,2019,BDCAT
Mihira Wanninayake,An Exploration of Commuter Travel Time Through Social Media Analytics on the Cloud.,BDCAT-2019,2019,BDCAT
Musen Wen,Building Large-Scale Deep Learning System for Entity Recognition in E-Commerce Search.,BDCAT-2019,2019,BDCAT
Tao Yan,A Fused Intelligent Computing Approach Using Stock Big Data for Near Future Trend Prediction.,BDCAT-2019,2019,BDCAT
Huaqing Yu,Estimating Fruit Crop Yield through Deep Learning.,BDCAT-2019,2019,BDCAT
Alwin Yaoxian Zhang,Explainable AI - Classification of MRI Brain Scans Orders for Quality Improvement.,BDCAT-2019,2019,BDCAT
Peng Zhao,"Crowd-Counting through a Cascaded, Multi-Task Convolutional Neural Network.",BDCAT-2019,2019,BDCAT
Kenneth Johnson,"Proceedings of the 6th IEEE/ACM International Conference on Big Data Computing, Applications and Technologies, BDCAT 2019, Auckland, New Zealand, December 2-5, 2019.",BDCAT-2019,2019,BDCAT
Tobi Ajila,Data Driven Priority Scheduling on Spark Based Stream Processing.,BDCAT-2018,2018,BDCAT
Noufa Alnajran,An Empirical Performance Evaluation of Semantic-Based Similarity Measures in Microblogging Social Media.,BDCAT-2018,2018,BDCAT
Claudio Atzori,GDup - De-Duplication of Scholarly Communication Big Graphs.,BDCAT-2018,2018,BDCAT
Inanç Birol,ntPack - A Software Package for Big Data in Genomics.,BDCAT-2018,2018,BDCAT
Sam Burdick,Fault-Tolerant Query Execution over Distributed Bitmap Indices.,BDCAT-2018,2018,BDCAT
Silvina Caíno-Lores,Spark-DIY - A Framework for Interoperable Spark Operations with High Performance Block-Based Data Models.,BDCAT-2018,2018,BDCAT
Muawya Habib Sarnoub Eldaw,Presence Analytics - Making Sense of Human Social Presence within a Learning Environment.,BDCAT-2018,2018,BDCAT
Maria Th. Kotouza,A Hierarchical Multi-Metric Framework for Item Clustering.,BDCAT-2018,2018,BDCAT
Ruriko Kudo,Proposal and Evaluation of Event Search Method Based on SNS Data Analysis Focusing on Place and Time.,BDCAT-2018,2018,BDCAT
Sarthak Kukreti,CloneHadoop - Process Cloning to Reduce Hadoop's Long Tail.,BDCAT-2018,2018,BDCAT
Linh Le,Recurrent Embedding Kernel for Predicting Stock Daily Direction.,BDCAT-2018,2018,BDCAT
Jongsun Lee,Detecting System Anomalies in Multivariate Time Series with Information Transfer and Random Walk.,BDCAT-2018,2018,BDCAT
Guilherme F. Lima,Skipping Unused Events to Speed Up Rollback-Recovery in Distributed Data-Parallel CEP.,BDCAT-2018,2018,BDCAT
Chao Liu 0015,An Improved Multi-Objective Evolutionary Approach for Clustering High-Dimensional Data.,BDCAT-2018,2018,BDCAT
Tamara Matthews,Non-Linear Machine Learning with Active Sampling for MOX Drift Compensation.,BDCAT-2018,2018,BDCAT
Muhammad Nauman Rafiq,Can Temperature Be Used as a Predictor of Data Traffic? A Real Network Big Data Analysis.,BDCAT-2018,2018,BDCAT
Richard O. Sinnott,Prediction of Air Pollution through Machine Learning Approaches on the Cloud.,BDCAT-2018,2018,BDCAT
Richard O. Sinnott,A Mobile Application for Dog Breed Detection and Recognition Based on Deep Learning.,BDCAT-2018,2018,BDCAT
Kamil Smolak,Urban Hourly Water Demand Prediction Using Human Mobility Data.,BDCAT-2018,2018,BDCAT
Kurt Stockinger,Large-Scale Data-Driven Financial Risk Modeling Using Big Data Technology.,BDCAT-2018,2018,BDCAT
Zhenyu Wu,An Incremental Community Detection Method in Social Big Data.,BDCAT-2018,2018,BDCAT
Yingying Wu,Implementation of Distributed XA Transactions in MyCat Based on Table Broadcasting Mechanism.,BDCAT-2018,2018,BDCAT
Tsubasa Yamaguchi,Prediction of Bus Delay over Intervals on Various Kinds of Routes Using Bus Probe Data.,BDCAT-2018,2018,BDCAT
Tao Yan,A Positive Approximation Set Based Accelerating Approach for Condition Attribute Reduction.,BDCAT-2018,2018,BDCAT
Hui Yu,A Decentralized SNS System Based on XMPP with Connection Control in Large-Scale Disasters.,BDCAT-2018,2018,BDCAT
Alwin Yaoxian Zhang,Development of a Radiology Decision Support System for the Classification of MRI Brain Scans.,BDCAT-2018,2018,BDCAT
Qidong Zhang,Adaptive General Event Popularity Analysis on Streaming Data.,BDCAT-2018,2018,BDCAT
Tariq Abdullah,Genomics Analyser - A Big Data Framework for Analysing Genomics Data.,BDCAT-2017,2017,BDCAT
Dabiah Ahmed Alboaneen,Glowworm Swarm Optimisation for Training Multi-Layer Perceptrons.,BDCAT-2017,2017,BDCAT
Rana Alnashwan,Multiclass Sentiment Classification of Online Health Forums using Both Domain-independent and Domain-specific Features.,BDCAT-2017,2017,BDCAT
Aikaterini Boufea,Managing Variant Calling Files the Big Data Way - Using HDFS and Apache Parquet.,BDCAT-2017,2017,BDCAT
Benjamin Bryant,A Kernel Support Vector Machine Trained Using Approximate Global and Exhaustive Local Sampling.,BDCAT-2017,2017,BDCAT
Rudraneel Chakraborty,Priority Based Resource Scheduling Techniques for a Resource Constrained Stream Processing System.,BDCAT-2017,2017,BDCAT
Shouwei Chen,Understanding Behavior Trends of Big Data Frameworks in Ongoing Software-Defined Cyber-Infrastructure.,BDCAT-2017,2017,BDCAT
Riqing Chen,Large-scale 3D Reconstruction with an R-based Analysis Workflow.,BDCAT-2017,2017,BDCAT
Mellitus Ezeme,An Imputation-based Augmented Anomaly Detection from Large Traces of Operating System Events.,BDCAT-2017,2017,BDCAT
Cong Feng,Characterizing Time Series Data Diversity for Wind Forecasting.,BDCAT-2017,2017,BDCAT
Debessay Fesehaye,Performance Analysis of Large Scale Distributed Systems by Ranking Dominant Features.,BDCAT-2017,2017,BDCAT
Logan Hall,Big Data Aware Virtual Machine Placement in Cloud Data Centers.,BDCAT-2017,2017,BDCAT
Amartya Hatua,"Information Diffusion on Twitter - Pattern Recognition and Prediction of Volume, Sentiment, and Influence.",BDCAT-2017,2017,BDCAT
Felix Heine,PopUp-Cubing - An Algorithm to Efficiently Use Iceberg Cubes in Data Streams.,BDCAT-2017,2017,BDCAT
Siyuan Huang,Automatic Mining of Multi-granularity Temporal Regularity from Trajectory Data.,BDCAT-2017,2017,BDCAT
Joojay Huyn,A Scalable Real-Time Framework for DDoS Traffic Monitoring and Characterization.,BDCAT-2017,2017,BDCAT
M. Haseeb Javed,Characterization of Big Data Stream Processing Pipeline - A Case Study using Flink and Kafka.,BDCAT-2017,2017,BDCAT
Jun Jiang,Mining PMU Data Streams to Improve Electric Power System Resilience.,BDCAT-2017,2017,BDCAT
Kenneth Johnson,Quantitative Verification of Social Media Networks - The Case Study of Twitter.,BDCAT-2017,2017,BDCAT
Hasan Kurban,Case Study - Clustering Big Stellar Data with EM.,BDCAT-2017,2017,BDCAT
André Petermann,DIMSpan - Transactional Frequent Subgraph Mining with Distributed In-Memory Dataflow Systems.,BDCAT-2017,2017,BDCAT
Mayur Punekar,Candidate MDS Array Codes for Tolerating Three Disk Failures in RAID-7 Architectures.,BDCAT-2017,2017,BDCAT
Muhammad Mahbubur Rahman,Deep Understanding of a Document's Structure.,BDCAT-2017,2017,BDCAT
Daniel Medina Sada,A Preliminary Investigation with Twitter to Augment CVD Exposome Research.,BDCAT-2017,2017,BDCAT
Rongye Shi,Second-Order Destination Inference using Semi-Supervised Self-Training for Entry-Only Passenger Data.,BDCAT-2017,2017,BDCAT
Jun Suzuki,Victream - Computing Framework for Out-of-Core Processing on Multiple GPUs.,BDCAT-2017,2017,BDCAT
Yan Tang,Quality-Aware Movie Recommendation System on Big Data.,BDCAT-2017,2017,BDCAT
Johnny Torres,What Ignites a Reply? - Characterizing Conversations in Microblogs.,BDCAT-2017,2017,BDCAT
Juan J. Villalobos,An Unsupervised Approach for Online Detection and Mitigation of High-Rate DDoS Attacks Based on an In-Memory Distributed Graph Using Streaming Data and Analytics.,BDCAT-2017,2017,BDCAT
Jonathan Wang,Feature Engineering and Classification Models for Partial Discharge Events in Power Transformers.,BDCAT-2017,2017,BDCAT
Muhammad Usman Yaseen,Modeling and Analysis of a Deep Learning Pipeline for Cloud based Video Analytics.,BDCAT-2017,2017,BDCAT
Jing Yuan 0002,Active Friending in Online Social Networks.,BDCAT-2017,2017,BDCAT
Ashiq Anjum,"Proceedings of the Fourth IEEE/ACM International Conference on Big Data Computing, Applications and Technologies, BDCAT 2017, Austin, TX, USA, December 05 - 08, 2017",BDCAT-2017,2017,BDCAT
Arjun P. Athreya,Towards longitudinal analysis of a population's electronic health records using factor graphs.,BDCAT-2016,2016,BDCAT
Ahsan Javed Awan,Node architecture implications for in-memory data analytics on scale-in clusters.,BDCAT-2016,2016,BDCAT
Mohammed N. Ba-Hutair,Social community detection based on node distance and interest.,BDCAT-2016,2016,BDCAT
Mohammed Bahja,Identifying patient experience from online resources via sentiment analysis and topic modelling.,BDCAT-2016,2016,BDCAT
Marco Cavallo,H2F - a hierarchical hadoop framework for big data processing in geo-distributed environments.,BDCAT-2016,2016,BDCAT
Yi Chen,DRESS - a rule engine on spark for event stream processing.,BDCAT-2016,2016,BDCAT
Francisco J. Clemente-Castelló,On exploiting data locality for iterative mapreduce applications in hybrid clouds.,BDCAT-2016,2016,BDCAT
Christophe Courtin,A benchmarking platform for analyzing corpora of traces - the recognition of the users' involvement in fields of competencies.,BDCAT-2016,2016,BDCAT
Phuong-Hanh Du,Optimizing the shortest path query on large-scale dynamic directed graph.,BDCAT-2016,2016,BDCAT
Manxing Du,Behavior profiling for mobile advertising.,BDCAT-2016,2016,BDCAT
Mariam Malak Fahmy,CoS-HDFS - co-locating geo-distributed spatial data in hadoop distributed file system.,BDCAT-2016,2016,BDCAT
Patrick O. Glauner,Neighborhood features help detecting non-technical losses in big data sets.,BDCAT-2016,2016,BDCAT
Shashank Gugnani,Performance characterization of hadoop workloads on SR-IOV-enabled virtualized InfiniBand clusters.,BDCAT-2016,2016,BDCAT
Jingcai Guo,An improved incremental training approach for large scaled dataset based on support vector machine.,BDCAT-2016,2016,BDCAT
Aqsa Hameed,Applying big data warehousing and visualization techniques on pingER data.,BDCAT-2016,2016,BDCAT
Mohamed Hassaan,A real-time big data analysis framework on a CPU/GPU heterogeneous cluster - a meteorological application case study.,BDCAT-2016,2016,BDCAT
Jie Hou,Synergy and antagonism in online advertising.,BDCAT-2016,2016,BDCAT
Tim Kiefer,Penalized graph partitioning based allocation strategy for database-as-a-service systems.,BDCAT-2016,2016,BDCAT
Billy Pik Lik Lau,Spatial and temporal analysis of urban space utilization with renewable wireless sensor network.,BDCAT-2016,2016,BDCAT
Linh Le,Deep kernel - learning kernel function from data using deep neural network.,BDCAT-2016,2016,BDCAT
Jian Li 0032,A hybrid method of recommending POIs based on context and personal preference confidence.,BDCAT-2016,2016,BDCAT
Christina Lioma,"A study of factuality, objectivity and relevance - three desiderata in large-scale information retrieval?",BDCAT-2016,2016,BDCAT
Chris W. Muelder,A visual analytics approach to author name disambiguation.,BDCAT-2016,2016,BDCAT
Mehnuma Tabassum Omar,A scalable storage system for structured data based on higher order index array.,BDCAT-2016,2016,BDCAT
Abdul Razaq 0001,A big data analytics based approach to anomaly detection.,BDCAT-2016,2016,BDCAT
Salman Salloum,Empirical analysis of asymptotic ensemble learning for big data.,BDCAT-2016,2016,BDCAT
Vinutha Magal Shreenath,Spatial big data for designing large scale infrastructure - a case-study of electrical road systems.,BDCAT-2016,2016,BDCAT
Amir Sinaeepourfard,Towards a comprehensive data lifecycle model for big data environments.,BDCAT-2016,2016,BDCAT
Qing Sun 0004,Research on semantic orientation classification of chinese online product reviews based on multi-aspect sentiment analysis.,BDCAT-2016,2016,BDCAT
Anne M. Tall,Survey of data intensive computing technologies application to to security log data management.,BDCAT-2016,2016,BDCAT
Ying Xie,Visualization of big high dimensional data in a three dimensional space.,BDCAT-2016,2016,BDCAT
Chunxiao Xing,Disease gene discovery of single-gene disorders based on complex network.,BDCAT-2016,2016,BDCAT
Zhenglong Yan,Clustering spatial data by the neighbors intersection and the density difference.,BDCAT-2016,2016,BDCAT
Muhammad Usman Yaseen,Spatial frequency based video stream analysis for object classification and recognition in clouds.,BDCAT-2016,2016,BDCAT
Linlin You,"SAPAM - a scalable ""activities in places"" analysis mechanism for informed place design.",BDCAT-2016,2016,BDCAT
Bo Yuan 0004,Efficient service discovery in decentralized online social networks.,BDCAT-2016,2016,BDCAT
Jingjiao Zhang,Not too late to identify potential churners - early churn prediction in telecommunication industry.,BDCAT-2016,2016,BDCAT
Guoying Zhang,Non-negative multiple matrix factorization with social similarity for recommender systems.,BDCAT-2016,2016,BDCAT
Jie Zhou,NVHT - an efficient key-value storage library for non-volatile memory.,BDCAT-2016,2016,BDCAT
Ashiq Anjum,"Proceedings of the 3rd IEEE/ACM International Conference on Big Data Computing, Applications and Technologies, BDCAT 2016, Shanghai, China, December 6-9, 2016",BDCAT-2016,2016,BDCAT
Ahmad Ahmadov,Towards a Hybrid Imputation Approach Using Web Tables.,BDC-2015,2015,BDC
Kenneth Bloom,"Any Data, Any Time, Anywhere - Global Data Access for Science.",BDC-2015,2015,BDC
Marco Capuccini,Conformal Prediction in Spark - Large-Scale Machine Learning with Confidence.,BDC-2015,2015,BDC
Jeremy Debattista,Linked 'Big' Data - Towards a Manifold Increase in Big Data Value and Veracity.,BDC-2015,2015,BDC
Julian Eberius,Building the Dresden Web Table Corpus - A Classification Approach.,BDC-2015,2015,BDC
Sergio Hernández,Assessing Process Discovery Scalability in Data Intensive Environments.,BDC-2015,2015,BDC
Ashwin Kumar T. K,An Empirical Approach to Detection of Topic Bubbles in Tweets.,BDC-2015,2015,BDC
Matthew Malensek,Alleviation of Disk I/O Contention in Virtualized Settings for Data-Intensive Computing.,BDC-2015,2015,BDC
Ansar Rafique,Policy-Driven Data Management Middleware for Multi-cloud Storage in Multi-tenant SaaS.,BDC-2015,2015,BDC
Iman Sadooghi,FaBRiQ - Leveraging Distributed Hash Tables towards Distributed Publish-Subscribe Message Queues.,BDC-2015,2015,BDC
Andreas Wilke,Shock - Active Storage for Multicloud Streaming Data Analysis.,BDC-2015,2015,BDC
Justin M. Wozniak,Big Data Remote Access Interfaces for Light Source Science.,BDC-2015,2015,BDC
Chenyang Xu,A Unified Computation Engine for Big Data Analytics.,BDC-2015,2015,BDC
Ioan Raicu,"2nd IEEE/ACM International Symposium on Big Data Computing, BDC 2015, Limassol, Cyprus, December 7-10, 2015",BDC-2015,2015,BDC
Jong Hoon Ahnn,A Practical Approach to Scalable Big Data Computing for the Personalization of Services at Samsung.,BDC-2014,2014,BDC
Pablo Fuentes,Characterizing the Communication Demands of the Graph500 Benchmark on a Commodity Cluster.,BDC-2014,2014,BDC
Said Jai-Andaloussi,Soccer Video Summarization Using Video Content Analysis and Social Media Streams.,BDC-2014,2014,BDC
Joarder Mohammad Mustafa Kamal,Progressive Data Stream Mining and Transaction Classification for Workload-Aware Incremental Database Repartitioning.,BDC-2014,2014,BDC
Vassilis Kolias,A Covering Classification Rule Induction Approach for Big Datasets.,BDC-2014,2014,BDC
Jared Koontz,"GeoLens - Enabling Interactive Visual Analytics over Large-Scale, Multidimensional Geospatial Datasets.",BDC-2014,2014,BDC
Eileen Kuehn,Monitoring Data Streams at Process Level in Scientific Big Data Batch Clusters.,BDC-2014,2014,BDC
Raghavendra Kune,Genetic Algorithm Based Data-Aware Group Scheduling for Big Data Clouds.,BDC-2014,2014,BDC
Parisa Lak,The Impact of Basic Matrix Factorization Refinements on Recommendation Accuracy.,BDC-2014,2014,BDC
Arkaitz Ruiz-Alvarez,Toward Optimal Resource Provisioning for Cloud MapReduce and Hybrid Cloud Applications.,BDC-2014,2014,BDC
Brian Schmidt,A Biologically-Inspired Approach to Network Traffic Classification for Resource-Constrained Systems.,BDC-2014,2014,BDC
Blesson Varghese,Are Clouds Ready to Accelerate Ad Hoc Financial Simulations?,BDC-2014,2014,BDC
Jianwu Wang 0001,A Scalable Data Science Workflow Approach for Big Data Bayesian Network Learning.,BDC-2014,2014,BDC
Justin M. Wozniak,Big Data Staging with MPI-IO for Interactive X-ray Science.,BDC-2014,2014,BDC
Sang-Hyun Park,Analysis of Behavior Patterns to Identify Nicknames of a User in Online Community.,BigComp-2018,2018,BigComp
Bin Peng,Attribute Extraction by Combing Feature Ranking and Sequence Labeling.,BigComp-2018,2018,BigComp
Zhaowei Qu,An Efficient Recommendation Framework on Social Media Platforms Based on Deep Learning.,BigComp-2018,2018,BigComp
Zhaowei Qu,A Unsupervised Learning Method of Anomaly Detection Using GRU.,BigComp-2018,2018,BigComp
Zhaowei Qu,Improved Bayes Method Based on TF-IDF Feature and Grade Factor Feature for Chinese Information Classification.,BigComp-2018,2018,BigComp
Zhaowei Qu,Attribute Weighting and Samples Sampling for Collaborative Filtering.,BigComp-2018,2018,BigComp
Zhaowei Qu,Combining Link and Content for Community Detection in Social Networks.,BigComp-2018,2018,BigComp
Zhaowei Qu,Converged Recommendation System Based on RNN and BP Neural Networks.,BigComp-2018,2018,BigComp
Da Ren,A Clustering Based Adaptive Sequence-to-Sequence Model for Dialogue Systems.,BigComp-2018,2018,BigComp
Jan Scherbaum,"Spline - Spark Lineage, not only for the Banking Industry.",BigComp-2018,2018,BigComp
Sanghyun Seo,Hybrid Approach for Efficient Quantization of Weights in Convolutional Neural Networks.,BigComp-2018,2018,BigComp
